,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,English
71485,69ac6a27fde9855ebeaaecac0f78058b,809a282bbd5dbcabb6f2f724fca862ec,1,,MEU PEDIDO NÃO FOI ENTREGUE E NÃO FOI DADA NENHUMA SATISTAÇÃO,2016-10-02 00:00:00,2016-10-26 12:31:00,
71488,9b9d23b5fef18b97161b0201e4b9f412,0a32aa7d8d3f344fb31eac306336daac,1,PEDIDO INCOMPLETO,"Cobrado duas caixas de lente, com a nota fiscal e chegou apenas uma das caixas , utilizo lentes de grau diferente . aconteceu erro na separação do produto e empresa não entrou em contato até o momento",2018-05-03 00:00:00,2018-05-03 18:53:37,
71490,9837c1aa57c1116c83c2dd5050f685aa,216c6c60eaa02facee10abb4ca3a9c6f,1,,"o produto veio quebrado ,,, quero devolver",2017-12-02 00:00:00,2017-12-03 16:59:42,
71497,1d04002b2de634976fc0d2739979f17b,607cf95d7f8a8c1590f421fecdf0d95c,1,,Não recebi o produto. Estou no aguardo.,2017-12-14 00:00:00,2017-12-14 14:53:35,
71503,4d3bca65847a5825f40c22605d340eb7,3c87d7e874618030c19e7e58d04556a5,1,Devolução ,"Quero devolver, pedi branco com rosas vermelhas, venho bege e é diferente da foto.",2018-06-15 00:00:00,2018-06-17 21:48:19,
71510,382839ed3fd13681c26ab84f818c32ac,2e3c6e30c69763a7dfe40f11a19ed3da,1,,,2017-11-15 00:00:00,2017-11-18 18:13:19,
71511,f9da62bb76ddba27efd3a9111e2040a2,ba200852dcdd71a190f40c0f4d1f4357,1,,"O unico ponto positivo foi a entrega dentro do prazo, produto de péssima qualidade, parte interna solta da carcaça e pra piorar não funciona. Foi dinheiro jogado fora. Não recomendo a ninguém. ",2018-01-11 00:00:00,2018-01-12 01:55:00,
71514,2a61ddc668310df42ba28eddffcf57d3,ade919610216d8fcd6333ce3696449a4,1,,"Não vou recomendar a loja 😡 Porque eu comprei dois produtos e só recibi um. 
Entrei no site e o outro vcs cancelaram.
",2017-09-30 00:00:00,2017-10-02 11:31:15,
71526,54d67a6bd5c344f155471d08374de773,ddb580e0827e6b997875e7b5612b8093,1,,,2017-08-06 00:00:00,2017-08-06 14:03:43,
71556,ced0560b692ae389904d584f03f4d8bf,f83c27b5d5d61505da0a4ce01db3dfd3,1,produto com defeito,"estou desde o dia 22 tentando resolver o problema do produto ter vindo com defeito, mas só me atendem no atendimento eletrônico.",2018-08-23 00:00:00,2018-08-26 01:27:10,
71562,f2b2603a250cef4bb9c6e8217c332f1d,e9483453c3f193f0b632a569b103bbbf,1,,,2017-10-07 00:00:00,2017-10-08 07:02:12,
71579,cdf8c1b8e9163bbee1b0a9ee59056153,f434066a90c729686966ab151fa4c7ec,1,,Não vou recomendar a loja porque não recebi o produto e consta que ainda está aguardando nota fiscal. A previsão era dia 16/02.,2018-02-18 00:00:00,2018-02-20 04:17:34,
71588,d49b99c00c927745fc262a1313945153,609d36dbce43c3ba5232f83d58381f00,1,,,2018-04-19 00:00:00,2018-04-19 18:05:47,
71604,d3454569710179fa0fec6e820c7badab,569fce9b205731d6e0c9f31e9cabd8f5,1,,,2017-10-25 00:00:00,2017-10-25 14:14:19,
71622,7b893925bee1469cde0f0a57ecf14509,67ae27e6a1431d168d3a2233ce4045f8,1,,"Ficou faltando produto que encomendei. O pacote de chá recebi, mas as cápsulas não entregaram era no mesmo pedido.",2017-12-08 00:00:00,2017-12-10 19:27:41,
71634,3f90e6fa093057b8c1ed8097ef84102d,6325af88a0611fc357055cb87dcec11e,1,,"Sempre comprei nas lannister, só que pela quarta vez está acontecendo atraso na entrega. Espero ainda receber o produto, e quem sabe se fizer uma nova compra seja diferente.",2018-08-24 00:00:00,2018-08-30 21:21:13,
71639,967afd379363fefb9aac8756fe6cedb7,a6c422d2b642708cb8aabe049013a49e,1,Atendimento muito ruim. ,"Não temos um rastreamento eficiente e não sabemos porque não entregou , outras lojas que comprei sempre foi entregue antecipado , portanto não gostei é compro com vcs Diogo.",2018-08-16 00:00:00,2018-08-16 10:37:53,
71658,6521a10196070a28e0be6cf3b4a1bdd1,57519b17e3776c2f4fa3a4e7fe69ccf8,1,,"Bom dia Recebi a película quebrada. 

Assim que eu recebi a película ja abri um chamado aqui no site mais ninguém me retornou. ",2018-04-03 00:00:00,2018-04-06 13:05:50,
71662,1f9abf59f4b7b1ccfcb945f669ffad9a,a0d8479e0bc26a5baa9988711c4320b1,1,,o produto veio quebrado,2017-07-25 00:00:00,2017-08-15 10:49:19,
71667,7babed15f1c16402b222eff892c539d0,0dd13170e2f12871b1e007e5fcf6e944,1,,,2018-03-24 00:00:00,2018-03-26 15:58:10,
71676,7cb21f0fb57d449e064c836dd323e52a,0662642f8ec31225fd369ca4026cb610,1,,"O pincel chegou quebrado, não fiquei satisfeita com a mercadoria ",2017-08-12 00:00:00,2017-08-14 19:25:50,
71682,bc66d7115cce183b449d10201f143197,137135c30e53ddac60ef16b8ef6d4d54,1,,,2018-04-07 00:00:00,2018-04-13 13:57:33,
71683,b58bee7d87a38ab3d4c49ca691b30e4c,5667f52833bc78e17073dbcd870b6586,1,,,2018-03-14 00:00:00,2018-03-16 08:18:32,
71686,4c8f6dec8ccc312100d0a4c10b99901a,7133cd362a0471dc79e40be4dc66a410,1,,"No site consta como produto entregue por´pem não recebi.
Gostaria de um retorno visto que o mesmo já foi pago
",2017-10-10 00:00:00,2017-10-11 17:37:32,
71691,170b122d01f94b40e901a7a1d22cf67a,5d111a2da7b316aa34aadd1fb06b483a,1,Não recebi,"O produto não chegou ainda, está em atraso.",2018-06-08 00:00:00,2018-06-08 07:43:23,
71700,923521f64e6b242cf17f9bc9eaa5eda3,effe6b3c0a442e88e41a15c0cdd09a83,1,,Super recomendo lannister. Entrega tudo no prazo. 🖒🖒👏👏👏,2018-02-01 00:00:00,2018-02-07 21:59:57,
71702,cfde3bdd3de5197dcc7b47187b0400e3,03ba7e127b7a5243620b6c62c740d722,1,,Paguei por dois itens e só veio um.,2018-03-13 00:00:00,2018-03-15 17:10:28,
71703,cb25eb19186f0efed5dd0e9d3cc3475c,498b82eee940ee411a28499634675d5e,1,Ruim,Comprei outras vezes e todos foram entregues desta vez não recebi e o site informa q recebi,2018-05-22 00:00:00,2018-05-22 20:47:19,
71708,65a9d44329849dde65f8a92b8f150d9e,7b068ded011750b422766fb0dbf020bb,1,pessima, produto ja foi devolvido 1 vez por entrega com peças errad assim estornaram o valor para realizar outr compra retornei a compra do mesmo vendedor a cadeira veio correta desta vz porem n veio parafus,2018-05-12 00:00:00,2018-05-14 11:21:21,
71714,a2d62a57e2b5e70a60997378ae059c07,2a4390df447b55c9fc49b6b97a786292,1,,Favor responder a tesoura de desfiar veio com defeito preciso trocar,2017-11-07 00:00:00,2017-11-14 12:09:08,
71719,c9e03ecc223c988af44b24b8d49e1e42,6e15b44afc42ba31c4eb67e967a3bf4b,1,,"A mesa tem defeitos em sua tabua, e as pernas parecem que foram pintadas de ultima hora, as duas tabuas que ficam entre as pernas possuem tamanhos diferentes. Faltam parafusos, vieram 8 de 16.",2018-03-30 00:00:00,2018-04-02 14:07:05,
71721,57658647ef3ab748aff92a5439ad04b8,54ac8f134227883330db3517a19b4b5c,1,Faltam peças,"Recebemos o produto faltando peças.
MANDAMOS E-MAIL FAZENDO CONTATO E NÃO OBTIVEMOS RETORNO. ",2018-08-15 00:00:00,2018-08-15 19:35:43,
71736,49aac2eafcd5705addc08e3d8842fde1,a640fed02512517d0d460c194a02f23c,1,Falsificado,"Cartao que veio não foi o da foto, não era classe 10, além disso é falso, no teste que fiz em um aplicativo, não aparece marca e a capacidade do cartão é diferente,não funcionou nem no cel nem no comp",2018-05-18 00:00:00,2018-05-20 22:25:19,
71740,f2a8882c104b38310adaf0a9a521b42f,43e1069a30462196f230706e01f65785,1,,"Produto atrasado, loja não cumpre o q promete.",2018-04-04 00:00:00,2018-04-04 10:30:44,
71745,034528cb00b6bc981847acafbdf2ae0b,e1e8e3bca903de27e9a1c72b5a5795e0,1,,,2017-05-14 00:00:00,2017-05-15 02:17:38,
71777,cd9d2a5320d309f870acf3d5e6cc7e39,7ac519af67a90b42fb3e296a8998f7c9,1,,"gostaria de um parecer sobre o meu produto me deram prazo de dois dias uteis e até agora não sei do meu produto ,fiz duas ligações até o momento não fui comunicado até o momento do prazo final 23/3/18",2018-03-23 00:00:00,2018-03-23 23:24:52,
71794,cfde9eedf66ea80951b92b9ebb7a0853,e76aec3ee261c5d2badb4c971b4e44cb,1,,o produto era pra ter cegado até dia 18 e não chegou,2017-12-19 00:00:00,2017-12-19 17:38:19,
71796,4309fa0e29d55249d44bacef37396244,eb659e24ed654c43d1e9b8b13ba04f5f,1,,,2018-04-10 00:00:00,2018-04-11 11:30:45,
71804,37b3eda5c02bb913377f4f74be80e2f6,1619ac7c95b1d3968cc98be483959b2c,1,,perfume falcificado,2017-05-03 00:00:00,2017-05-03 21:36:01,
71814,2c4950e914ab4ddf45e06294f5f800b2,266fd5134fd1b895a5b06936d51aaa17,1,,"Não indico pra ninguem, já venceu o prazo e não me deram nenhuma satisfação",2018-04-13 00:00:00,2018-04-13 03:57:45,
71822,8dc461b4255e0da9cfc05f84cf214e78,5e5235e11bea2c86b1255beb1b7e247a,1,,,2017-07-09 00:00:00,2017-07-11 16:13:36,
71825,0cf1119c23bcdd9fa0e04c7ba3888aac,688fb7e7c929bfa4711317fb51d8820c,1,,Passou o prazo de entrega e ate o momento não recebi o produto as lannister deveriam ter mais cuidado quando oferece produtos de outras lojas. Tenho que correr atrás agora comprar paga e não receber ,2018-03-31 00:00:00,2018-03-31 13:58:03,
71861,011a79e87b0273bbbe67a913a8230bd2,8a8ff2c8a82c73abed3c70e90953f0b2,1,,"Entrega no prazo, mas não serviu para o meu Carro uma Zafira Expression automática, não lê praticamente nada.",2018-04-04 00:00:00,2018-04-06 22:30:48,
71866,f25924d100cd9a430d943efe35460eba,9f792c846e897702e89fb06829be1b0b,1,,Fiz um pedido com vários ítens os outros já chegaram e este AINDA NÃO CHEGOU NEM TEM COMO RASTREAR,2017-10-08 00:00:00,2017-10-09 11:59:01,
71886,629d6cb017618118ebe5b106254ebc87,33d85d21dd088cf5ed7a5611d65853e5,1,,,2018-03-20 00:00:00,2018-03-23 21:54:10,
71887,753503e4031c0c2bdbcb7fbfd66db374,86f54473ab658e573e101bb266ced50e,1,,,2018-02-08 00:00:00,2018-02-08 02:53:06,
71889,c7a3e6df17a6d5cb8f69a08e0533f3a4,17510720f670481600a76f4d188d7b5b,1,,Comprei um chaveador RCA que veio com defeito no cabo RCA e em uma das saídas de áudio. A lannister pediu uns dias para resolver o problema mas nada feito. Retornei ao SAC e desligaram na minha cara.,2018-01-24 00:00:00,2018-02-05 20:00:22,
71895,eef257db1ec8d36de355d272048eb3e7,b47f53f735ee76b0f07d10b4525d564e,1,,Ja é as egunda vez que tenho problemas com entregas,2018-03-09 00:00:00,2018-03-09 13:22:12,
71905,fd684b9378d1ce2b1b782508c7497990,7d4101163410b1380268da3933e691f1,1,,,2017-07-27 00:00:00,2017-07-28 00:51:49,
71909,63a92248aeef614bdd06f73933f89532,6468b5ffa2abf8b82f3c5ff91c6fe9eb,1,,Comprei dois intes e só chegou um,2017-04-14 00:00:00,2017-04-16 17:31:53,
71913,a06e5a0df6321bfb0e7a55da891a2bd1,fe468f428b8be30b4e7ca85901a35dac,1,,Não recebi o produto e também não está disponível nos correios da minha cidade.,2017-07-02 00:00:00,2017-07-04 20:54:43,
71927,5273d6c3f203e0ae165c8da5d75b066b,1f0ece120cc036379fc3b3bf6f930947,1,,Recebi somente 1 unidade fiz a compra de duas. Cade a outra unidade,2018-03-28 00:00:00,2018-03-31 12:14:40,
71931,57432ab4eb0311c4e335b4271966ac41,b8125d4b9b962404025be64a098d0124,1,,,2018-01-05 00:00:00,2018-01-08 12:41:45,
71937,d5ffe9efa3f34c16a4ca93f77592215c,e83965852a6e35ed713250e090367ff7,1,,Aguardo o produto,2018-01-06 00:00:00,2018-01-06 10:11:02,
71940,4c4c44665b27a5ebc8836e4043f438d9,2ca33108764fd34547c251d1a4ad73ef,1,Produto errado e falso,Me foi entregue o modelo errado e não e original. Solicitei a devolução.,2018-05-25 00:00:00,2018-05-27 17:52:24,
71943,a13a58c392fc6ff0ddfd113576855430,d010facca14d57e997bf54e52f0ea03b,1,,Por favor gostaria de saber da minha entrega,2018-03-31 00:00:00,2018-04-02 21:04:24,
71944,38482b7c173dc5a7072c486a89c761bb,a1b541c5eedff59d42c867f78a823fdc,1,,Infelizmente já comprei muitos produtos mais dessa vez me sinto insatisfeito com a demora da entrega é com a comunicação para resolver esse problema tanto pelo telefone com pela internet.,2017-11-29 00:00:00,2017-11-29 09:31:37,
71959,10b73c782535c2ca6f5df1188f3785a6,d8734ba226623cf1c86b3cce8cbffa78,1,,"Pessimo atendimento, sem canal de reclamação 
fornecedor ",2018-03-07 00:00:00,2018-03-07 13:45:39,
71977,b02a133493de7b0c283f1fbb8688a4ae,a3870b955884ebd4ac62ddb02b2ff255,1,,"demora muito para entrega do produto. 
Ja comprei outras coisas no site e tudo ja veio mais a comprar dessa vez mais de mes.",2018-07-26 00:00:00,2018-08-07 18:57:43,
71993,51f17b6e92d0f983bbb7857fe9ad1ad0,0c065ce922f289db756e5505cb2d71d7,1,Péssimo ,"Mercadoria uma porcaria, propaganda enganosa, não comprem.",2018-05-16 00:00:00,2018-05-20 15:12:16,
71999,fc4610156fe50e3b7e7d034d524fbcdb,399925b6edb5695cad0f5d06f861f726,1,,,2018-04-08 00:00:00,2018-04-08 15:25:50,
72005,f5aae70ed57d8f255a28fc232aacaa50,7adfd8b0248ded6b457f8824ccb83868,1,,"A foto mostrada na oferta não condiz com o produto, qualidade muito ruim e aparencia muito estranha do produto",2017-09-29 00:00:00,2017-10-01 21:41:17,
72008,f06674e742dbf47d58372fe17979f3f0,19bb130ea3cc2dab25b3bcf2097aa462,1,,"Fiz o pedido e após vários dias já próximo a data de entrega informaram que o produto não estava disponível.
",2017-08-23 00:00:00,2017-08-25 14:53:20,
72009,105facb42b5b9147996f0b1b6fbf7b80,714fb133a6730ab81fa1d3c1b2007291,1,,"Holá!
Não recebi o produto é nem um telefonema referente ao que comprei.",2018-02-24 00:00:00,2018-02-27 00:13:54,
72014,6df65ce1c01343385c8c3b5333e79f6d,52255374a680dc42f27d475d23dec0cc,1,,,2018-03-23 00:00:00,2018-03-25 10:15:27,
72017,542bba7a3fe11e64e0a2f8aea06b13ad,0b461bff8323f6fec51ec6254a81d562,1,Negativo ,Recebi o produto diferente do q comprei,2018-07-06 00:00:00,2018-07-07 03:25:54,
72026,9b3a81abc28c3e1d3ac2990cb80c8b4c,0ad3fdda3076a1be91b13c89f2049266,1,,Até a presente data não recebi e ja paguei a primeira parcela do produto!!!!!,2017-09-10 00:00:00,2017-09-11 10:38:56,
72033,06ec1d2e38cd16137e68e665515167bd,9c0e8894e1007783cb1b4922e9e46aef,1,,nao chegou o produto ate agora ja faz um mes e nada,2018-03-21 00:00:00,2018-03-22 17:02:12,
72039,c5d2e35d27731567d38c47f41071e808,88c6c911e3d4308b3f355533115275c3,1,,Não recebi o produto. Nem sabia que tinha sido uma loja diferente. Achei que tinha sido a stark.,2017-09-30 00:00:00,2017-09-30 08:55:17,
72057,e69b3d95b4100e9d27e153b2253b490a,a6a3f8407b163d20163f6ea1e0a6d9f4,1,,"Comorei como 4 litros, mas a capacidade real é de 3.5 litros.",2017-07-16 00:00:00,2017-07-17 11:02:00,
72064,8f1d7d83c2c9bf092329a76de348706e,0e09e160c7532013444616096bc75f89,1,Péssima escolha,Fui enganado por esse fornecedor. Não postou o produto até agora e nem nota fiscal. Não recomendo.,2018-05-06 00:00:00,2018-05-06 04:14:10,
72067,b12665646b0da95018d486e5623d28cf,558269f572e3a3884ce996dc0d4f1426,1,,"Já recebi todas as outras, menos a vermelha, aguardando resposta suas. ",2017-08-08 00:00:00,2017-08-09 14:35:37,
72068,239d1bf588613f60c5868bd401030bfb,58ba43739da75a7d57d464e2adedb4e7,1,,,2018-04-12 00:00:00,2018-04-13 12:31:20,
72075,4abfc1ebdb8d0caa27909b0f0bdd7422,746abc8ae9eb8c8f21a6c916527ff5ba,1,,,2017-11-08 00:00:00,2017-11-12 10:01:52,
72079,49d2adc9f4769531d15b81e461e4e82e,f299e3cfbddf9de401e1f1adf33cd788,1,,"AINDA NÃO ENTREGOU TODO O PEDIDO, ALÉM DE TER MANDADO A NOTA FISCAL COM O TOTAL DOS ITENS, MANDOU NO FISICO EMBALAGENS SEPARADAS PARA 05UN. 03 CHEGARAM NUM DIA, 01 EM OUTRO E ESTÁ FALTANDO 01UN.",2018-03-07 00:00:00,2018-03-08 18:12:50,
72084,3e8d5db4d00ba3089292b44a1cdc4fb7,9e1cc8d31c00bfb769e00998a4b665c9,1,,Mas pena que o drone não funciona,2018-02-01 00:00:00,2018-02-05 17:34:53,
72085,ed50e2b4f052ff24cec8d6d4c050a5fc,63802c52ced9ff923c962ecbf4b3a2a2,1,,"Disseram q foi entregue sem sucesso sendo q no dia ninguem tinha saído de casa, eu tive q abrir uma reclamação não loja para o produto ser reenviado.",2017-12-21 00:00:00,2017-12-23 11:15:28,
72089,f566bcdc5aef5f9cdd18b8f6cd107204,cac7b35f7108f26a0b806132cfee4439,1,Estou esperando o produto,Estou esperando o produto,2018-06-08 00:00:00,2018-06-13 16:35:28,
72094,a0c63682a960eb52adde9feaf9c9b3b7,4c3c77b27f585da8c9e4629aba2f7817,1,,Demora na entrega do produto,2017-12-08 00:00:00,2017-12-08 03:24:37,
72118,3cdc0c2a22319cfc1b60129928e7af6f,66bc614bb924869b79b65d7f8077a385,1,,,2018-03-04 00:00:00,2018-03-05 20:24:00,
72120,2159cb152ff5e8ef29d52aa932699f1e,2ecc68b349bb1dbe198e18f315c4889b,1,Não gostei ,,2018-07-11 00:00:00,2018-07-14 03:02:12,
72131,d8c37da1e68cd9e46bf4e3d479df7177,a8e71f90cc64f1bb855f48a020bb463a,1,Produto sujo,"O produto veio em mal estado de limpeza, parecia já ter sido usado, o espelho riscado",2018-05-01 00:00:00,2018-05-02 03:41:18,
72135,cd97d8e6c9108eb897e5134a10fab616,4981c013f7c47eaf4c82b5d2f0a30e7f,1,,O produto aimda não chegou !,2017-03-24 00:00:00,2017-03-31 11:19:13,
72140,1b97d6cd75e19e937ed56762701def6b,bf00ad2335cd5715823f0f1980a8e8ab,1,,,2018-04-11 00:00:00,2018-04-12 00:56:49,
72145,3cab3303d9c5cca48e3155feff00f5ad,6902f0d9d7309f56f50b8713c3b6a4de,1,Produto não entregue,O pedido não foi entregue.,2018-06-22 00:00:00,2018-06-26 14:53:17,
72157,f0d45a919c19e2baf255dcbf6626dc65,26b47634ae036af085a067dddf95bd77,1,,,2018-05-13 00:00:00,2018-05-16 00:35:49,
72167,6ff3798c96f425d3b667e7ea88a7ffc7,de310c00c4111ff98be9166aa6213e22,1,Não recebi o produto ,"Consta que meu produto foi entregue ,porém não foi ",2018-05-20 00:00:00,2018-05-21 00:10:01,
72168,c74e7e7e7df2d5b606f54836042b3e13,35a3d210c364e3747478f468b0547bb2,1,tranca moto,produto fraco,2018-05-08 00:00:00,2018-05-11 10:20:29,
72182,4e424f744c8185c17c7d275a562ac344,3b9671a31679fa4544b9b7a1e55ffe4f,1,,"Produto avariado, quebrado",2018-01-31 00:00:00,2018-02-01 04:16:53,
72185,2a903a437bb79bef4b355cd55005671e,95f5825a4d547b92c4f1824df000084c,1,,E ainda não querem fazer o cancelamento ,2018-02-16 00:00:00,2018-02-16 17:02:09,
72188,9dd82c651799bbaeabfd11deed989cd4,2ed4a7943bbe7f0641a9b23dde2241ec,1,,"Mandou o produto errado e ate hoje não entrou em contado para tentar solucionar o problema, Péssima loja.",2017-08-30 00:00:00,2017-09-05 13:55:57,
72190,f165fba4f839ff8915d2bb0758f24c40,d9f4579da734100b00a27235ccf86f4f,1,,"Foi anunciado um kit com doze pinceis de maquiagem, no entanto, recebi apenas um kit com 11. Ou seja, veio incompleto. Apesar de reclamar, até agora não tive uma resposta quanto a isso.",2017-11-29 00:00:00,2017-11-29 21:37:41,
72201,5f48529be4d74b82ee354ef14a92aa54,b0459878e11dcfafd042b81083011548,1,,"Realizei a compra do produto e o mesmo ainda se encontra em trânsito, o sistema de monitoramento se mercadoria é horrível e as atualizações não são diárias muito menos simultâneas. Péssimo.",2018-03-22 00:00:00,2018-03-22 09:41:17,
72223,345e4525659eb08495e76627fb3be914,792bdd812e278bfca0ea7699d5f25bb3,1,,,2018-01-17 00:00:00,2018-01-23 17:48:54,
72224,d4ff0377b49ce1f5606f66aac0fcf10b,23fdd0e16ad79ceab4e5f407772d64fa,1,,"Estou totalmente insatisfeita, comprei dois produtos e está não foi entregue, estão cobrando no meu cartão, e nem se quer me deram uma satisfação, dando produto cancelando, mas não cancelado por mim, ",2017-04-21 00:00:00,2017-04-22 05:45:54,
72236,7125c8e510b22bd61c743b07e6174aee,a9fc33bc08db61779f55bc0ade473da7,1,,"Comprei internet em outras loja L/A S/A foi permitido receber na própria loja, agora não aceitaram a solicitação. Estou triste sem saber destino do produto pago e não recebido.",2017-08-01 00:00:00,2017-08-02 12:10:39,
72246,239b7bccf014ad1f54bc97eb219582bf,9461233f007294d53c027b24648e02f3,1,,Eu não gostei demorou muito passou do prazo é o produto não chegou e por isso tou cancelando o pedid5,2017-05-10 00:00:00,2017-05-10 10:58:15,
72264,cb3ac9ac65081886c88485829c53c90b,ab0a259100a72a01f979cc26705316a4,1,,O produto está quebrado,2018-04-18 00:00:00,2018-04-18 20:50:19,
72290,8d0163ffa65380700c6bad4453ef9d92,f9b4c8173a45d1b57d0bcf5400a6ccd4,1,,"efetuei a compra e recebi os produtos errados,, entrei em contato e não foi resolvido o problema, jamais comprarei ou indicarei a alguém que compre neste site, pois não é de confiança",2018-02-08 00:00:00,2018-02-10 15:01:29,
72299,6125f0c76587f106f8593c1a8f1edb92,69c57a5417fc7d21a4eefc51ccb864c0,1,,"Solicito a troca do produto pelo pedido correto .
Produto comprado :Capa de máquina lava & seca LG 12Kg PRATA .
Produto recebido : Capa de máquina lava & seca LG 8,5 a 10KG PRATA ",2017-04-18 00:00:00,2017-04-19 01:36:24,
72315,c8692865914c2efea9beeabd8cad1136,74b7f4373a78df8c16862d9d0875c5b4,1,,,2017-07-28 00:00:00,2017-07-28 19:36:22,
72336,71899d0f63ed05c46fc6c13daa467859,d5a6117da9e539f1a08e0443644788ff,1,Sugestão ,"Apenas um detalhe, a película de vidro não é recomendada para o Xperia XA1 pois a sua tela é abaulada e a película não adere nas margens. A película recomendada é de Gel. ",2018-07-06 00:00:00,2018-07-09 13:02:05,
72353,96707f149d24878ab0a6bed1a105449f,debaf5bf201585e6d963688922a500f3,1,,,2017-12-13 00:00:00,2017-12-21 14:25:33,
72401,9e25d6e3025e9b9a0fc7f03588d33e2b,0d3adebce4bebc1f80a7f36e9833f497,1,Razoavel,Peço um produto por um código e vem outro totalmente diferente.,2018-08-31 00:00:00,2018-09-03 09:33:00,
72416,d10c67a24f4506d9aed50cb4cf9d7953,c4e980a1d822db426982878b3cfdda6e,1,,"Jamais imaginei ter que esperar mais de 60 dias por um produto, pagar por esse produto é o mesmo não chegar.",2016-12-14 00:00:00,2016-12-14 10:19:23,
72417,1a9bfaf727ce12d738dd972a8cb35808,97b8a149d521ea9fbbbce767a458846e,1,,Até agora só transtorno por causa desse produto.,2017-07-05 00:00:00,2017-07-05 16:18:56,
72418,2c124b8a80b22ac35275a56d2c9acc03,5371c621f3943c45deabe534a8fd61eb,1,,A embalagem do produto não veio devidamente lacrada . Não tenho certeza se é original ,2017-05-19 00:00:00,2017-05-22 23:26:19,
72447,3d5a6a24f244bbf14f5c908a108149b4,7898dee2ff48e01ffb2b651e56d8b504,1,,"Preciso saber quando será entregue minha encomenda,está me atrapalhando essa demora",2018-04-13 00:00:00,2018-04-16 16:09:49,
72459,0885cb145e3ee0e83bf67cffff037dbc,851ca56d98d52355e12410122fe07fa6,1,Não recebi,Ainda não recebi,2018-08-02 00:00:00,2018-08-02 12:04:53,
72465,9743cfbdc4f2187079ffb7e12a7ff311,513f45dfe361a2cd8b5627b1414b20ae,1,,Não recebi a mercadoria.,2018-06-08 00:00:00,2018-06-09 14:50:28,
72466,be875debcda2c703ea8ab250824860f1,8681822ccf2aaea9124f49a2a6dba7b1,1,,"Adquiri o produto através da lannister.com em 02/03/2018, mas o até esta data não recebi o produto.",2018-03-25 00:00:00,2018-03-26 21:15:33,
72468,886af5818a814f54abb2d845406b0c3c,ce4c50f30197a0330b034d27da7f5ed6,1,,"A resistência deveria vir uma 110 e outra 220.
Vieram duas 110.
Essa foi a razão de meu desapontamento.
E como corrigir?",2018-08-16 00:00:00,2018-08-21 21:26:18,
72471,a3081a4676a5126d8fc0bcbff9149708,c4c3e8d7834453acd59e70aee27a0b98,1,,Estou com sério problema fiz uma super compra pra vim faltando o meu produto ... e além do mais pagar um frete absurdo para ser entregue pra vim ainda com constrangimento ... quero que resolva logo,2017-07-22 00:00:00,2017-07-23 14:18:29,
72477,e83d6523368e167d0dd4a538da5aef3d,88bba3891566a6e0b16cee8135792e1b,1,Atraso,Quero saber se vão entregar o produto ou não. Faz mais de 1 mês que eu comprei.,2018-08-02 00:00:00,2018-08-06 18:02:45,
72504,b4f1cee548fca64f9edaa02b285308ce,a12361dc52836f98226e3a57cf3569bf,1,,"Material horrível ,totalmente diferente do que apresenta na imagem e na descrição , não vale o valor .",2017-03-28 00:00:00,2017-03-29 11:34:21,
72512,de962cfe4ee9bbed0dfd6fa616c638b8,78e56715d38f43fe67193581b89e616c,1,Péssima,"Pela segunda vez realizo compra, na primeira o produto não foi entregue alegando endereço incompleto. Repeti a compra. 1 mês e até o momento não recebi o produto",2018-08-05 00:00:00,2018-08-09 13:22:23,
72513,c8a52e5d85eb5207ac6fcc971ba1e9dc,33238b56832a1ff5396fff8bd2a44ede,1,,"Ainda não recebi o produto mesmo após incríveis 20 dias para a entrega. 
Mesmo pagando caro por uma simples capa de celular, esse tipo de situação acontece. Absurdo.",2018-03-25 00:00:00,2018-03-26 01:08:26,
72517,6c189c7e0d7dd2f703ff17676628b476,5f4de9e1f0e55dc0fd443e5f4b2b362a,1,,,2018-03-24 00:00:00,2018-03-24 13:06:18,
72518,4066a28eefe9e750aa01ad19ab2fe494,0f8e3095c3090d9cad1011fb6368b7e3,1,,O meu pedido ainda não chegou ,2017-08-12 00:00:00,2017-08-14 19:39:20,
72520,0de098653380b84eacd0c19ed7c3500a,f0cd656fd53ad367dc70806501ef74eb,1,,,2018-04-13 00:00:00,2018-04-20 18:16:29,
72523,781879b9ab4b3ac373ee5175e809e077,ca4d9163f73c29c767a726571e8baf23,1,,"Enviei três e-maiils para a empresa afiliada às Lojas lannister sobre uma posição quanto à entrega do produto, não recebi nenhum retorno. Quem me retornou foram as Lojas lannister para me explicar.",2018-03-25 00:00:00,2018-03-26 11:00:20,
72524,ac7ebe51f59d79b99898c9d541b3868d,907424cd045f2dcb775507e367f9ab60,1,Demora no recebimento,Estou a 3 dias em casa sem sair aguardando o produto e nada da entrega,2018-08-16 00:00:00,2018-08-16 12:22:19,
72525,03e2a13bf97ac300c3848c40443dcd5e,62c71810c2add37afce40e5e272e0544,1,,,2017-10-27 00:00:00,2017-10-30 11:45:48,
72538,2a4ed4053d26d0398711b6902c5f0fb8,e03566eab6041e05274e23b5a2fe5d31,1,Decepcionado ,Gentileza entrar em contato URGENTE (71) 98500-7952,2018-08-18 00:00:00,2018-08-19 23:39:54,
